ID,SPECIES,MPCR,MPCRGroup,CARBA5,CARBA5Group,mCIMeCIM,CPO,Name,FirstAll_mCIM,Conventional_mCIM,FirstAll_mCIM_All,FirstAll_MPCR,Conventional_MPCR
33113,KP,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(+),Class Unknown,Klebsiella pneumoniae,(+),(+),(+),Negative,Negative
33126,KP,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(-),Class A or D,Klebsiella pneumoniae,(+),(+),(+),Negative,KPC
33146,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33147,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(+),(-),Negative,Negative
33148,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33153,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class Unknown,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33155,KP,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(+),Class Unknown,Klebsiella pneumoniae,(+),(+),(+),Negative,Negative
33156,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33159,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(+),(-),Negative,Negative
33163,KP,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(+),Class Unknown,Klebsiella pneumoniae,(+),(+),(+),Negative,Negative
33169,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class Unknown,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33173,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class A or D,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33177,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33178,KP,Negative,Negative,KPC,KPC/OXA,mCIM(-)/eCIM(-),Class Unknown,Klebsiella pneumoniae,(-),(+),(-),Negative,Negative
33181,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33183,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33187,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33193,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33196,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class A or D,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33197,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33200,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33202,KP,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(+),Class Unknown,Klebsiella pneumoniae,(+),(+),(+),Negative,Negative
33205,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(+),(-),Negative,Negative
33206,KP,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(-),Class A or D,Klebsiella pneumoniae,(+),(+),(+),Negative,KPC
33207,KP,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(+),Class Unknown,Klebsiella pneumoniae,(+),(+),(+),Negative,Negative
33209,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class Unknown,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33216,KP,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(-),Class Unknown,Klebsiella pneumoniae,(+),(+),(+),Negative,Negative
33224,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33226,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(+),(-),Negative,Negative
33227,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33229,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33233,KP,Negative,Negative,OXA,KPC/OXA,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33234,KP,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(+),Class Unknown,Klebsiella pneumoniae,(+),(+),(+),Negative,Negative
33245,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33250,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33251,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33257,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33263,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33268,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33282,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(+),(-),Negative,Negative
33289,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(+),(-),Negative,Negative
33297,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33308,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(+),(-),Negative,Negative
33316,KP,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(-),Class Unknown,Klebsiella pneumoniae,(+),(+),(+),Negative,Negative
33317,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33320,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(+),(-),Negative,Negative
33322,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class Unknown,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33326,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33327,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33329,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33331,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33335,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33341,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33342,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33346,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(+),(-),Negative,Negative
33349,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33354,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33358,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33367,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33368,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33370,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33372,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33377,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33384,KP,Negative,Negative,KPC+NDM,Others,mCIM(+)/eCIM(-),Class Unknown,Klebsiella pneumoniae,(+),(+),(+),Negative,Negative
33392,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
33403,KP,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Klebsiella pneumoniae,(-),(-),(-),Negative,Negative
32843,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
32903,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
32917,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Escherichia coli,NA,NA,(-),Negative,Negative
32920,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Escherichia coli,NA,NA,(-),Negative,Negative
32922,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class Unknown,Escherichia coli,NA,NA,(-),Negative,Negative
32973,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
32979,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33005,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33010,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33019,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33057,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Escherichia coli,NA,NA,(-),Negative,Negative
33090,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33110,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33117,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class Unknown,Escherichia coli,NA,NA,(-),Negative,Negative
33118,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Escherichia coli,NA,NA,(-),Negative,Negative
33137,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33164,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33166,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33182,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Escherichia coli,NA,NA,(-),Negative,Negative
33191,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33231,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33258,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Escherichia coli,NA,NA,(-),Negative,Negative
33264,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33278,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class A or D,Escherichia coli,NA,NA,(-),Negative,Negative
33340,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33351,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33355,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Escherichia coli,NA,NA,(-),Negative,Negative
33375,EC,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class A or D,Escherichia coli,NA,NA,(-),Negative,Negative
33379,EC,Negative,Negative,KPC,KPC/OXA,mCIM(+)/eCIM(-),Class A or D,Escherichia coli,NA,NA,(+),Negative,KPC
32958,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
32974,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33001,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33041,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33042,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33045,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33047,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33069,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33073,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33085,ENT.CLOACAE,Negative,Negative,IMP,IMP/NDM/VIM,mCIM(+)/eCIM(+),Class B,Enterobacter cloacae complex,NA,NA,(+),Negative,Negative
33129,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33131,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33136,ENT.CLOACAE,Negative,Negative,IMP,IMP/NDM/VIM,mCIM(+)/eCIM(+),Class B,Enterobacter cloacae complex,NA,NA,(+),Negative,Negative
33139,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33142,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33145,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33150,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33151,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33165,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33189,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33190,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33201,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33210,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33214,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33217,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33232,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33241,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33247,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33280,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33285,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33287,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33309,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33325,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33328,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33330,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33333,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
33334,ENT.CLOACAE,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Enterobacter cloacae complex,NA,NA,(-),Negative,Negative
32570,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Class B,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
32632,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
32647,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
32713,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
32825,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
32841,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
32890,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
32902,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
32934,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
33035,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
33063,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
33204,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
33236,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
33237,K.AEROGENES,Negative,Negative,Negative,Negative,mCIM(-)/eCIM(-),Negative,Klebsiella aerogenes,NA,NA,(-),Negative,Negative
